

56.72	97.86	147.98	10.97	21.07	9.28


96.20	159.48	147.98	23.12	23.30	9.28


68.15	82.36	226.30	36.22	30.37	9.28


706.58	104.64	114.99	48.37	40.97	9.28


62.69	104.64	4741.41	54.46	52.45	9.28


110.64	159.48	525.13	94.60	63.15	9.28


555.76	97.86	114.99	70.84	64.23	9.28


129.59	132.45	124.19	100.97	74.94	9.28


159.48	82.36	270.30	138.54	74.94	9.28
